Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index,Students_Attendance,Target
3,50,No,6,4,27,70,Dropout
1,74,Yes,7,0,51,57,Graduate
4,43,No,9,2,25,51,Dropout
3,68,No,5,7,48,87,Dropout
4,98,Yes,7,2,82,69,Graduate
9,49,No,8,7,47,72,Graduate
3,90,Yes,5,8,70,98,Graduate
6,68,No,5,5,57,86,Graduate
6,77,No,7,6,69,46,Dropout
7,40,No,7,5,32,67,Graduate
9,79,No,7,7,78,88,Graduate
7,47,Yes,9,6,41,42,Graduate
1,96,No,7,9,72,82,Dropout
8,77,No,9,0,71,45,Dropout
5,56,Yes,4,2,44,70,Dropout
9,58,No,6,2,57,77,Graduate
5,72,No,9,2,57,54,Graduate
5,54,No,6,3,41,46,Graduate
2,84,No,8,0,62,82,Graduate
3,70,No,4,1,48,69,Dropout
9,60,No,5,4,59,66,Graduate
7,42,Yes,7,5,34,56,Graduate
1,41,No,8,8,17,94,Graduate
3,74,Yes,5,1,54,57,Graduate
2,80,No,6,8,55,61,Dropout
1,98,Yes,5,6,73,95,Graduate
9,55,Yes,7,8,50,92,Graduate
8,95,Yes,7,3,91,65,Graduate
5,84,Yes,9,6,73,90,Dropout
2,90,No,9,0,70,66,Graduate
1,98,No,6,7,74,79,Graduate
7,89,No,7,6,86,63,Dropout
2,60,Yes,4,6,34,91,Graduate
1,51,Yes,8,1,25,47,Dropout
2,67,Yes,6,9,47,60,Graduate
7,51,Yes,6,8,45,68,Dropout
7,72,Yes,5,7,62,82,Dropout
6,59,Yes,6,0,49,60,Graduate
5,79,Yes,8,0,62,42,Graduate
3,88,No,4,4,65,70,Graduate
3,60,Yes,5,1,40,94,Dropout
9,99,No,8,0,97,66,Dropout
4,91,No,9,9,79,85,Dropout
9,93,Yes,6,7,93,66,Dropout
4,78,Yes,7,3,60,48,Dropout
2,80,Yes,9,1,61,96,Graduate
4,88,Yes,7,4,73,72,Graduate
6,98,No,8,5,89,72,Graduate
6,81,Yes,4,7,71,65,Graduate
5,75,No,7,6,61,67,Graduate
1,61,Yes,8,6,39,83,Graduate
3,65,No,5,0,44,82,Dropout
5,46,No,6,2,32,70,Graduate
6,46,No,4,2,35,92,Graduate
1,47,No,4,6,20,40,Graduate
9,65,No,5,1,62,59,Graduate
3,63,Yes,4,9,42,51,Dropout
3,63,Yes,8,6,43,56,Dropout
2,79,Yes,4,8,56,54,Graduate
8,87,No,4,0,79,73,Graduate
3,51,Yes,4,1,30,89,Dropout
6,86,No,8,5,73,55,Graduate
2,47,No,9,1,25,43,Graduate
7,93,Yes,6,1,84,47,Graduate
4,48,No,7,4,27,73,Dropout
9,42,Yes,9,6,41,85,Graduate
9,93,No,4,3,92,64,Graduate
7,60,Yes,5,5,53,54,Dropout
8,70,No,5,2,63,67,Graduate
3,87,Yes,8,3,67,48,Graduate
5,86,Yes,6,3,74,41,Graduate
2,63,No,4,3,37,56,Dropout
7,43,No,8,0,33,97,Graduate
8,59,No,7,3,58,49,Graduate
9,55,Yes,6,3,55,48,Graduate
7,49,Yes,6,5,40,70,Graduate
8,82,No,8,8,79,41,Dropout
9,65,Yes,9,9,68,63,Dropout
6,68,Yes,5,5,57,58,Graduate
2,44,No,9,5,20,56,Graduate
2,50,Yes,6,6,28,82,Dropout
4,68,Yes,5,6,50,88,Dropout
9,84,Yes,6,0,80,49,Graduate
7,54,No,6,7,44,89,Dropout
2,45,Yes,6,0,19,94,Graduate
8,87,No,7,8,81,67,Graduate
7,54,Yes,5,3,46,77,Graduate
9,82,Yes,7,8,83,87,Graduate
8,59,Yes,5,7,58,67,Dropout
3,73,Yes,7,8,53,98,Graduate
1,99,Yes,7,5,73,89,Dropout
2,99,No,7,8,79,91,Graduate
2,41,Yes,8,3,15,89,Graduate
4,83,Yes,7,2,62,40,Dropout
6,55,Yes,9,2,46,99,Graduate
4,58,Yes,9,7,41,42,Graduate
9,73,No,6,1,68,54,Dropout
4,88,Yes,4,5,72,91,Graduate
6,53,Yes,7,8,43,49,Graduate
6,63,Yes,4,8,51,60,Graduate
1,67,Yes,4,7,38,76,Graduate
8,87,No,6,7,80,54,Graduate
3,71,No,4,0,48,62,Graduate
6,76,Yes,4,6,63,53,Graduate
3,49,Yes,9,0,31,54,Graduate
2,88,Yes,4,8,66,49,Graduate
5,84,Yes,5,2,69,95,Graduate
1,87,Yes,7,0,62,48,Graduate
9,48,No,7,7,49,83,Graduate
7,63,No,4,6,54,78,Graduate
3,75,Yes,6,1,57,44,Graduate
4,95,Yes,5,6,77,64,Graduate
6,68,Yes,6,4,56,95,Graduate
3,99,No,6,6,79,81,Graduate
7,68,Yes,4,9,60,96,Graduate
6,97,Yes,8,6,88,65,Graduate
9,87,No,4,1,83,47,Dropout
5,62,No,9,1,43,61,Dropout
4,66,Yes,8,6,48,91,Dropout
3,70,Yes,5,2,50,64,Graduate
1,82,Yes,8,3,61,87,Dropout
3,46,Yes,4,6,24,51,Dropout
3,88,No,4,1,71,48,Graduate
7,93,No,6,1,81,49,Graduate
7,84,Yes,4,8,76,87,Dropout
1,43,No,9,0,17,49,Dropout
3,53,Yes,4,2,30,48,Graduate
8,81,No,7,9,78,65,Graduate
9,81,Yes,7,3,78,74,Graduate
7,49,Yes,6,4,37,66,Graduate
7,98,No,8,2,86,99,Graduate
8,83,No,8,8,77,70,Graduate
6,73,No,7,4,63,58,Graduate
3,65,No,9,6,46,82,Graduate
1,62,No,5,6,38,77,Graduate
7,48,Yes,9,8,41,45,Dropout
1,76,Yes,7,1,51,54,Graduate
1,47,No,9,2,24,68,Dropout
9,92,Yes,5,3,88,86,Dropout
7,53,Yes,8,7,50,84,Graduate
4,46,Yes,7,0,30,93,Graduate
6,46,Yes,4,8,32,44,Graduate
1,48,No,5,4,18,53,Graduate
7,42,Yes,5,3,29,92,Graduate
6,53,Yes,5,7,41,41,Graduate
4,56,Yes,8,8,37,62,Graduate
7,89,Yes,9,2,85,83,Dropout
3,83,No,6,3,67,91,Graduate
1,61,Yes,4,0,30,85,Graduate
4,85,Yes,7,2,69,58,Dropout
3,65,Yes,9,9,43,63,Graduate
1,97,No,5,4,72,59,Graduate
2,67,No,8,7,47,86,Graduate
5,84,Yes,5,0,69,66,Dropout
8,53,Yes,9,0,48,91,Dropout
1,48,No,7,2,20,63,Graduate
4,90,Yes,4,8,73,56,Dropout
4,65,No,5,8,49,64,Dropout
5,41,Yes,8,0,26,85,Graduate
7,50,Yes,8,3,44,94,Graduate
8,56,No,6,7,49,70,Graduate
6,73,Yes,8,1,61,67,Dropout
1,58,Yes,6,3,28,89,Dropout
7,78,Yes,4,6,74,98,Dropout
3,57,No,7,6,33,67,Graduate
6,52,No,6,4,42,61,Graduate
8,44,Yes,5,6,39,95,Graduate
7,89,Yes,9,5,82,98,Graduate
6,62,Yes,5,1,48,44,Graduate
9,97,Yes,7,8,95,93,Graduate
9,95,No,8,4,92,83,Graduate
1,63,No,9,1,36,81,Dropout
1,68,No,5,5,37,47,Graduate
1,87,Yes,9,9,65,77,Dropout
8,86,Yes,6,4,82,67,Dropout
7,47,No,7,1,37,96,Graduate
3,65,Yes,5,9,45,86,Graduate
2,54,Yes,8,9,34,51,Graduate
4,96,No,9,6,78,96,Graduate
3,40,Yes,8,9,18,64,Graduate
7,67,No,9,1,59,77,Dropout
8,88,Yes,5,6,82,83,Dropout
6,86,Yes,7,5,75,54,Graduate
3,85,Yes,4,3,65,83,Dropout
6,53,Yes,5,3,40,80,Graduate
2,81,Yes,8,5,60,90,Dropout
7,73,No,4,8,67,92,Graduate
7,98,No,7,9,95,73,Dropout
4,70,Yes,8,5,56,99,Dropout
8,45,Yes,7,5,35,84,Dropout
4,88,No,9,0,73,52,Graduate
7,44,No,5,4,37,47,Graduate
4,70,Yes,7,0,53,98,Graduate
5,76,No,8,8,62,52,Graduate
7,54,No,5,9,44,75,Graduate
3,54,No,8,3,36,45,Dropout
5,91,Yes,8,1,76,77,Graduate
3,82,No,4,8,60,71,Graduate
5,44,No,6,5,28,60,Graduate
3,67,No,7,9,48,83,Graduate
7,72,No,7,2,62,83,Graduate
1,50,Yes,4,1,19,88,Dropout
9,82,No,9,5,80,98,Graduate
9,45,No,7,9,46,46,Dropout
5,62,No,4,5,47,65,Graduate
9,79,Yes,7,8,79,54,Graduate
6,41,Yes,7,4,27,95,Dropout
5,54,Yes,8,8,43,88,Graduate
3,62,No,4,4,43,81,Graduate
8,61,No,9,1,56,62,Graduate
4,48,No,7,0,27,91,Graduate
3,86,Yes,9,8,70,77,Dropout
6,79,No,6,9,70,80,Graduate
8,69,No,4,6,61,54,Graduate
9,55,Yes,4,2,53,87,Dropout
6,98,No,4,5,87,92,Graduate
5,85,No,8,9,68,79,Dropout
2,86,Yes,4,3,61,55,Graduate
2,91,Yes,8,8,70,71,Graduate
9,69,Yes,6,1,65,76,Graduate
2,84,Yes,5,3,61,57,Graduate
2,48,Yes,8,0,27,59,Graduate
3,40,No,7,6,22,85,Graduate
3,98,Yes,4,3,81,41,Graduate
4,77,No,5,4,60,94,Graduate
7,47,No,8,0,41,62,Graduate
9,98,Yes,9,1,98,69,Graduate
2,98,Yes,9,3,79,42,Dropout
4,91,No,7,1,77,85,Dropout
9,57,No,5,0,51,78,Graduate
2,66,No,6,9,43,86,Graduate
1,57,Yes,8,0,27,88,Graduate
8,71,No,9,5,69,40,Graduate
9,97,Yes,9,1,98,80,Graduate
7,88,No,8,2,80,61,Graduate
8,71,No,9,4,68,68,Dropout
4,92,No,6,2,76,53,Dropout
4,87,Yes,9,5,72,87,Graduate
2,84,Yes,8,6,64,67,Graduate
8,93,No,4,9,87,60,Graduate
2,75,No,9,5,53,84,Graduate
9,75,No,8,1,71,71,Dropout
4,60,Yes,4,8,40,45,Graduate
1,85,Yes,9,1,58,93,Graduate
4,71,Yes,9,5,55,40,Dropout
3,70,Yes,8,8,50,60,Graduate
6,76,Yes,7,8,64,96,Graduate
7,55,No,7,1,44,43,Graduate
8,85,No,5,8,79,42,Graduate
2,85,No,7,7,65,88,Graduate
6,53,Yes,6,6,37,69,Dropout
6,96,No,5,7,85,70,Graduate
5,63,Yes,7,9,48,73,Graduate
7,64,Yes,4,7,55,58,Graduate
3,85,No,8,0,64,59,Graduate
4,90,No,7,8,74,62,Dropout
9,74,Yes,4,5,67,93,Graduate
4,56,Yes,5,0,38,98,Graduate
3,85,No,8,0,65,79,Dropout
2,81,Yes,7,6,60,64,Dropout
5,84,Yes,5,9,72,54,Dropout
4,93,Yes,7,1,73,77,Graduate
8,43,No,5,5,34,62,Graduate
7,50,Yes,7,4,45,91,Dropout
6,86,Yes,4,4,75,41,Dropout
2,54,Yes,6,9,28,96,Dropout
3,69,Yes,4,5,48,96,Dropout
9,63,Yes,8,7,64,54,Graduate
9,41,Yes,7,4,42,91,Graduate
5,82,Yes,6,7,72,83,Dropout
3,73,No,6,4,52,74,Graduate
2,62,No,8,9,40,49,Graduate
8,70,No,8,5,61,53,Graduate
6,76,Yes,6,7,66,66,Dropout
7,52,No,8,1,43,93,Dropout
1,72,No,8,6,49,53,Graduate
1,46,Yes,7,2,16,74,Dropout
2,71,No,4,8,46,72,Graduate
3,46,Yes,9,9,28,91,Dropout
1,81,Yes,5,6,57,40,Graduate
5,77,Yes,6,2,62,73,Graduate
3,91,No,5,7,76,58,Graduate
1,83,Yes,6,9,56,63,Graduate
8,52,No,6,1,44,81,Graduate
6,63,Yes,4,9,49,43,Graduate
9,67,Yes,6,7,64,75,Graduate
3,71,No,6,6,52,52,Graduate
9,82,Yes,4,4,79,97,Graduate
9,57,No,8,3,52,71,Graduate
1,73,Yes,9,9,52,48,Graduate
3,87,Yes,5,9,71,78,Dropout
6,73,Yes,6,0,59,55,Graduate
8,90,Yes,4,3,90,89,Graduate
4,77,Yes,6,5,58,42,Graduate
5,40,Yes,4,5,25,91,Dropout
9,82,Yes,5,1,78,59,Graduate
6,89,Yes,7,8,77,49,Graduate
7,81,No,8,0,73,95,Graduate
7,70,No,7,3,61,97,Dropout
4,89,No,4,3,71,97,Dropout
4,99,Yes,6,1,82,61,Dropout
4,40,No,8,7,25,87,Graduate
5,90,No,5,1,76,42,Graduate
5,55,Yes,9,1,39,50,Dropout
8,97,No,8,1,91,64,Graduate
9,78,Yes,6,0,73,81,Graduate
2,54,No,7,4,34,87,Graduate
7,72,No,4,3,64,47,Graduate
1,62,No,7,1,36,48,Graduate
1,92,No,8,0,67,54,Dropout
4,80,No,9,0,63,71,Graduate
7,73,Yes,6,1,64,92,Graduate
2,56,No,4,0,29,42,Dropout
2,64,Yes,6,8,41,43,Graduate
1,95,No,6,1,70,69,Graduate
2,81,Yes,9,2,57,52,Dropout
7,45,No,8,8,36,83,Graduate
9,70,No,7,4,67,60,Graduate
6,44,No,6,7,29,80,Graduate
2,79,No,6,6,58,96,Dropout
9,79,No,6,5,77,85,Dropout
7,69,Yes,4,1,60,58,Graduate
1,44,No,6,3,16,78,Graduate
9,51,No,6,8,50,87,Graduate
2,46,Yes,8,6,25,61,Dropout
4,84,No,6,2,68,59,Graduate
9,52,No,9,5,52,76,Graduate
4,88,No,9,7,72,70,Graduate
3,43,No,6,7,21,49,Dropout
1,89,No,9,7,63,57,Graduate
7,81,Yes,8,7,74,82,Graduate
6,42,No,4,9,24,78,Graduate
4,51,Yes,9,5,33,85,Dropout
6,40,No,9,9,29,59,Graduate
6,66,No,7,2,53,57,Graduate
4,82,Yes,8,8,68,50,Graduate
6,89,No,9,2,75,61,Dropout
8,52,No,4,3,41,98,Graduate
3,56,Yes,7,9,34,83,Graduate
4,47,No,6,0,29,57,Graduate
1,71,No,8,1,44,97,Dropout
4,59,Yes,9,5,42,73,Graduate
9,90,Yes,6,0,90,62,Dropout
8,56,No,8,8,52,40,Dropout
4,73,No,7,7,55,94,Graduate
7,74,No,9,1,63,49,Graduate
3,74,Yes,4,1,56,92,Graduate
9,77,Yes,8,7,76,40,Graduate
4,81,No,4,7,62,77,Graduate
2,63,No,6,0,39,78,Graduate
5,93,No,6,4,78,88,Graduate
2,57,Yes,7,1,35,48,Graduate
6,89,Yes,7,0,74,70,Dropout
1,85,Yes,5,2,58,46,Graduate
6,87,No,5,2,72,56,Graduate
4,78,No,7,9,62,74,Graduate
3,72,No,9,8,52,87,Graduate
2,88,Yes,6,9,65,76,Dropout
7,62,No,4,0,50,91,Dropout
9,64,Yes,7,1,61,57,Graduate
3,76,No,9,8,57,72,Graduate
6,66,Yes,4,4,51,43,Graduate
9,40,No,5,8,37,62,Graduate
2,60,No,4,5,40,50,Graduate
7,98,Yes,7,9,91,91,Graduate
5,88,No,6,9,77,48,Graduate
5,49,Yes,7,2,31,69,Graduate
7,70,No,8,7,61,47,Graduate
9,83,No,9,8,85,79,Graduate
4,64,No,9,1,47,44,Graduate
9,59,Yes,9,8,57,51,Graduate
9,96,No,8,3,95,40,Graduate
4,41,Yes,8,7,23,54,Graduate
3,94,No,6,4,74,64,Graduate
2,87,No,9,5,67,57,Graduate
9,54,Yes,7,3,52,77,Dropout
2,67,No,8,4,50,81,Graduate
6,52,No,7,0,38,85,Graduate
5,89,Yes,5,2,76,92,Graduate
5,99,Yes,9,3,88,65,Graduate
4,91,No,8,0,73,79,Graduate
6,93,Yes,8,2,81,98,Graduate
5,53,Yes,6,3,41,42,Graduate
4,89,No,7,8,72,93,Graduate
9,41,Yes,6,2,39,61,Dropout
6,73,Yes,6,2,62,65,Dropout
3,74,No,7,3,54,58,Graduate
6,76,Yes,5,8,68,83,Graduate
1,64,Yes,7,8,40,83,Dropout
5,87,No,5,0,72,86,Graduate
6,93,No,6,7,83,99,Dropout
8,54,Yes,5,9,49,78,Graduate
9,51,No,9,0,47,98,Dropout
3,48,Yes,5,1,27,75,Graduate
2,97,Yes,5,9,76,60,Graduate
4,70,Yes,8,4,55,80,Dropout
8,53,Yes,8,5,49,93,Graduate
8,68,No,6,1,69,87,Graduate
3,92,No,7,9,72,65,Graduate
4,87,Yes,5,4,66,52,Graduate
3,82,No,9,2,62,75,Graduate
2,77,Yes,8,6,55,63,Dropout
4,81,Yes,7,0,65,80,Graduate
6,99,No,9,4,88,65,Graduate
5,47,No,5,2,32,60,Graduate
3,87,Yes,7,1,66,57,Graduate
2,42,No,9,2,20,54,Graduate
9,41,Yes,4,9,35,54,Graduate
1,55,No,9,3,30,45,Graduate
9,58,No,9,1,54,82,Graduate
1,69,Yes,5,1,42,70,Graduate
7,80,No,7,2,67,67,Graduate
6,55,No,5,1,43,47,Dropout
7,70,Yes,5,5,60,68,Graduate
3,93,Yes,4,1,72,60,Graduate
3,97,Yes,9,0,79,56,Graduate
1,67,Yes,7,7,41,95,Graduate
4,43,Yes,6,9,25,96,Graduate
2,49,Yes,8,3,23,88,Graduate
8,90,No,5,1,82,63,Graduate
3,84,Yes,5,3,67,97,Graduate
7,57,Yes,5,1,48,99,Graduate
7,86,Yes,5,4,74,89,Dropout
9,71,No,8,6,70,75,Graduate
6,69,Yes,6,5,60,70,Graduate
1,75,Yes,4,1,46,86,Graduate
8,48,No,6,3,41,73,Graduate
1,75,No,8,7,50,41,Graduate
3,68,Yes,7,6,49,81,Graduate
5,55,No,4,6,40,42,Graduate
8,67,No,4,3,61,69,Graduate
9,60,Yes,7,0,56,47,Dropout
7,86,Yes,9,6,82,91,Graduate
9,95,Yes,5,5,88,46,Dropout
3,41,No,8,7,19,51,Graduate
5,99,Yes,7,4,89,97,Dropout
8,98,No,6,7,92,58,Graduate
1,85,Yes,6,9,62,65,Graduate
8,74,No,9,7,70,67,Dropout
7,93,Yes,7,8,88,54,Graduate
1,67,No,8,0,42,53,Dropout
6,94,Yes,9,2,89,87,Graduate
1,75,Yes,9,5,51,98,Dropout
2,70,Yes,9,3,48,53,Graduate
5,72,No,4,7,59,42,Graduate
2,62,No,4,9,40,89,Graduate
1,99,Yes,5,0,71,68,Graduate
6,80,No,8,4,71,99,Graduate
8,56,Yes,6,3,50,93,Graduate
8,85,No,6,0,78,45,Graduate
8,88,Yes,5,9,84,88,Dropout
6,40,No,6,5,29,62,Graduate
3,81,No,9,9,63,67,Graduate
1,62,No,5,2,34,53,Graduate
2,87,No,5,4,68,53,Graduate
5,66,No,7,5,52,59,Dropout
5,64,Yes,4,3,51,52,Graduate
1,71,No,8,9,46,66,Dropout
1,58,No,8,9,32,99,Graduate
9,63,No,4,5,61,74,Graduate
2,96,No,9,6,74,84,Graduate
7,42,Yes,8,1,29,95,Dropout
4,99,No,6,6,82,41,Graduate
7,51,No,6,6,43,80,Graduate
8,74,Yes,8,1,67,84,Graduate
5,54,Yes,7,2,38,79,Graduate
1,56,No,8,2,30,87,Graduate
4,89,Yes,5,0,69,63,Graduate
3,71,No,9,0,52,68,Graduate
5,46,No,5,9,33,42,Graduate
6,58,Yes,4,5,48,84,Graduate
2,46,No,9,8,23,43,Graduate
7,44,Yes,9,8,41,89,Graduate
3,97,Yes,6,0,78,41,Dropout
1,79,No,9,6,53,59,Dropout
3,60,No,7,5,39,93,Graduate
9,87,Yes,8,3,84,92,Graduate
6,87,No,5,2,70,54,Graduate
6,90,Yes,6,8,83,88,Graduate
4,96,Yes,6,9,81,71,Dropout
8,86,Yes,7,4,82,81,Dropout
5,46,Yes,7,7,33,40,Graduate
7,76,No,7,3,64,77,Graduate
9,62,No,7,3,59,74,Graduate
5,50,No,5,5,36,90,Graduate
5,49,No,7,5,36,46,Graduate
4,96,No,6,2,81,84,Graduate
6,60,No,6,1,47,52,Graduate
2,94,Yes,9,8,69,88,Graduate
3,98,No,8,1,80,40,Graduate
1,80,Yes,6,8,55,53,Dropout
2,72,Yes,6,7,54,68,Graduate
2,59,Yes,5,9,40,97,Graduate
8,72,No,9,6,70,42,Graduate
8,79,Yes,6,4,71,85,Graduate
2,74,No,4,2,47,63,Graduate
6,73,Yes,6,1,62,40,Graduate
5,75,No,8,7,59,87,Graduate
3,66,No,8,1,48,49,Dropout
5,58,No,9,7,47,52,Graduate
5,82,No,9,4,72,75,Dropout
5,44,No,7,8,32,48,Graduate
3,68,Yes,5,3,47,53,Graduate
3,95,No,8,7,76,75,Dropout
4,49,No,4,6,29,49,Graduate
7,95,Yes,4,7,87,79,Graduate
2,98,No,7,4,71,62,Graduate
4,94,No,5,1,75,74,Graduate
4,79,No,5,6,63,94,Graduate
1,52,No,9,2,28,46,Dropout
8,68,No,6,9,64,81,Graduate
1,44,Yes,4,9,16,74,Graduate
8,97,No,4,9,89,41,Graduate
7,97,Yes,4,9,90,54,Graduate
9,98,No,4,1,91,48,Dropout
8,51,Yes,8,2,43,86,Graduate
5,98,Yes,5,3,84,56,Graduate
8,52,Yes,6,9,47,78,Graduate
3,61,No,8,6,47,91,Graduate
7,79,No,5,9,71,57,Dropout
4,54,Yes,7,0,37,54,Graduate
5,52,No,4,5,35,57,Graduate
9,40,No,6,5,38,63,Graduate
7,93,Yes,5,7,85,62,Graduate
4,77,No,7,1,58,51,Graduate
6,82,Yes,4,1,69,62,Graduate
7,84,No,7,0,74,60,Graduate
9,92,Yes,7,2,89,65,Graduate
4,91,No,8,6,80,47,Dropout
3,40,No,7,7,21,69,Graduate
8,50,Yes,8,6,45,73,Graduate
1,97,Yes,9,8,74,41,Graduate
9,82,No,8,7,77,44,Graduate
1,79,Yes,7,7,51,70,Graduate
2,61,Yes,5,1,38,72,Graduate
8,74,Yes,7,0,69,93,Graduate
9,99,Yes,7,5,98,43,Graduate
7,90,Yes,5,6,85,45,Dropout
3,83,No,4,5,62,62,Dropout
7,45,Yes,6,6,38,84,Graduate
6,67,Yes,9,7,57,58,Graduate
2,70,Yes,4,1,41,82,Graduate
3,94,Yes,7,0,76,84,Graduate
5,47,No,4,9,30,47,Graduate
4,44,Yes,6,7,28,78,Graduate
2,81,No,4,7,56,52,Graduate
4,93,No,6,7,77,40,Dropout
8,87,Yes,4,9,85,45,Graduate
5,83,Yes,8,6,72,46,Graduate
5,56,No,7,1,42,87,Graduate
3,77,No,6,3,56,66,Graduate
8,48,No,9,8,43,54,Graduate
6,49,Yes,7,7,38,91,Graduate
2,59,No,8,3,38,73,Dropout
2,53,Yes,4,7,30,97,Graduate
9,53,No,7,9,52,96,Dropout
7,65,No,4,5,55,62,Graduate
9,68,Yes,4,8,67,87,Dropout
6,88,Yes,7,0,78,88,Dropout
5,66,No,6,5,51,63,Graduate
1,64,Yes,6,3,39,54,Graduate
6,55,Yes,7,2,46,74,Graduate
6,75,No,6,4,67,43,Graduate
3,73,Yes,5,9,52,83,Dropout
3,55,Yes,4,7,36,76,Graduate
3,72,No,7,9,54,56,Graduate
3,42,No,9,5,25,70,Graduate
7,62,Yes,8,0,53,77,Dropout
2,50,Yes,7,5,28,49,Dropout
2,87,Yes,7,6,64,93,Graduate
3,97,No,4,5,77,89,Graduate
7,57,No,8,2,46,66,Graduate
3,86,Yes,4,8,69,81,Graduate
7,80,Yes,9,9,74,45,Graduate
9,83,Yes,6,9,85,95,Graduate
4,68,No,7,3,49,45,Graduate
7,98,No,4,4,89,91,Dropout
9,89,Yes,9,4,88,54,Dropout
8,44,Yes,9,2,40,43,Graduate
8,63,Yes,5,1,58,96,Graduate
9,68,Yes,7,7,63,87,Graduate
5,68,No,9,6,57,93,Graduate
5,99,Yes,6,4,87,95,Graduate
3,65,Yes,4,0,40,79,Graduate
5,79,No,4,9,67,46,Dropout
8,42,Yes,5,0,32,90,Graduate
5,41,Yes,6,7,27,97,Graduate
4,64,Yes,9,3,47,88,Graduate
8,58,Yes,5,3,51,92,Graduate
7,79,Yes,9,8,72,84,Dropout
6,41,Yes,9,1,31,86,Dropout
5,58,No,7,4,42,65,Graduate
5,40,Yes,8,5,28,97,Dropout
2,66,No,9,5,45,70,Graduate
4,93,No,4,9,75,41,Dropout
8,84,No,9,2,81,67,Dropout
8,94,No,5,9,88,81,Dropout
1,91,Yes,9,5,67,52,Graduate
2,88,Yes,4,9,62,57,Dropout
5,74,Yes,4,9,59,69,Dropout
9,80,Yes,5,4,75,94,Dropout
7,44,No,4,7,30,50,Graduate
5,77,No,6,3,62,52,Graduate
1,43,No,6,9,17,90,Graduate
6,56,Yes,8,9,47,63,Graduate
8,92,No,6,2,87,96,Dropout
7,60,Yes,5,5,51,68,Dropout
2,92,No,9,9,72,95,Graduate
5,87,Yes,6,8,76,93,Graduate
4,70,No,8,7,56,44,Dropout
9,87,No,7,9,86,74,Dropout
1,61,Yes,7,7,37,58,Graduate
6,50,No,5,2,35,94,Dropout
3,73,No,8,0,54,52,Graduate
9,88,Yes,6,2,83,44,Dropout
5,54,No,8,2,40,83,Graduate
6,89,No,4,5,78,53,Graduate
9,49,No,8,2,47,77,Dropout
9,77,No,6,1,68,61,Graduate
8,71,Yes,5,8,67,48,Graduate
9,92,Yes,4,5,92,88,Dropout
4,87,No,8,4,67,79,Graduate
6,70,Yes,7,2,59,65,Graduate
5,76,No,6,6,61,84,Graduate
5,83,Yes,5,6,69,44,Graduate
4,67,No,9,3,53,68,Graduate
2,70,No,6,9,48,93,Graduate
6,45,Yes,8,1,32,61,Graduate
9,53,No,5,1,47,88,Graduate
1,97,No,7,7,71,42,Graduate
7,62,No,4,3,48,67,Graduate
6,55,No,8,6,43,77,Dropout
3,64,Yes,5,2,44,53,Dropout
1,78,Yes,4,8,53,86,Dropout
4,41,Yes,5,9,24,53,Dropout
9,77,Yes,9,8,76,82,Dropout
2,80,No,8,6,58,50,Dropout
3,78,No,5,6,59,48,Graduate
2,73,No,7,0,51,77,Graduate
2,90,No,5,9,68,86,Graduate
8,79,Yes,8,7,73,83,Graduate
3,82,Yes,5,1,60,45,Graduate
7,64,Yes,4,7,56,40,Graduate
8,75,No,4,1,66,64,Dropout
3,55,No,9,0,34,55,Graduate
2,96,No,6,7,75,91,Graduate
8,57,No,9,3,53,54,Graduate
3,52,Yes,6,9,31,73,Dropout
7,98,Yes,7,5,88,56,Dropout
1,76,Yes,4,9,48,42,Graduate
6,66,No,6,9,56,42,Graduate
9,73,Yes,5,0,67,76,Graduate
3,50,No,7,8,29,56,Dropout
7,40,Yes,8,6,30,94,Dropout
6,52,Yes,6,4,40,88,Graduate
8,69,No,9,5,64,91,Graduate
3,44,No,6,2,23,77,Dropout
3,57,No,9,8,39,40,Graduate
4,53,Yes,9,1,33,46,Graduate
3,52,Yes,4,9,33,65,Graduate
9,71,Yes,7,0,68,86,Graduate
4,46,Yes,9,0,32,78,Dropout
6,47,No,4,9,33,58,Graduate
8,89,Yes,4,1,83,91,Graduate
8,46,No,9,5,41,93,Graduate
5,91,Yes,7,5,76,69,Graduate
5,88,No,5,8,76,82,Graduate
6,55,No,6,9,45,94,Graduate
7,82,Yes,4,3,72,53,Graduate
7,70,Yes,6,7,60,52,Graduate
4,90,No,7,3,75,59,Graduate
6,66,Yes,5,2,55,65,Graduate
7,99,No,8,3,91,66,Graduate
5,72,Yes,5,0,56,64,Graduate
5,92,Yes,7,8,77,48,Graduate
2,68,Yes,5,4,47,80,Graduate
7,47,Yes,8,6,37,87,Dropout
6,72,Yes,4,2,61,51,Dropout
1,80,No,5,4,58,49,Dropout
4,58,Yes,9,9,42,45,Graduate
3,60,No,9,3,40,89,Graduate
3,80,No,7,6,59,73,Dropout
7,60,No,5,4,53,98,Dropout
4,64,Yes,8,1,47,91,Graduate
8,81,No,7,2,72,80,Graduate
9,95,No,5,7,90,58,Graduate
3,62,No,7,2,43,45,Dropout
5,50,No,9,6,35,41,Dropout
4,72,No,8,4,52,54,Graduate
6,59,No,4,6,47,56,Dropout
4,64,Yes,8,9,50,55,Graduate
8,65,No,4,8,57,67,Graduate
3,79,No,6,6,58,60,Graduate
5,91,Yes,9,5,78,47,Graduate
1,51,No,9,0,25,49,Graduate
